AREA_TYPE,AREA_CD,AREA_NAME,ACTUAL_SUBS,TARGET_SUBS,%ACH_SUBS,ACTUAL_GA,TARGET_GA,%ACH_GA,ACTUAL_GA_INSTALL,TARGET_GA_INSTALL,%ACH_GA_INSTALL
CCAA,3016,NAKHON RATCHASIMA_HUAI THALAENG,,,,6.0,,,9.0,,
CCAA,3017,NAKHON RATCHASIMA_CHUM PHUANG,,,,16.0,,,31.0,,
CCAA,3018,NAKHON RATCHASIMA_SUNG NOEN,,,,,,,47.0,,
CCAA,3019,NAKHON RATCHASIMA_KHAM THALE SO,,,,,,,19.0,,
CCAA,3020,NAKHON RATCHASIMA_SIKHIO,,,,4.0,,,37.0,,
CCAA,3021,NAKHON RATCHASIMA_PAK CHONG,,,,77.0,,,170.0,,
CCAA,3022,NAKHON RATCHASIMA_NONG BUN MAK,,,,18.0,,,19.0,,
CCAA,3023,NAKHON RATCHASIMA_KAENG SANAM NANG,,,,,,,12.0,,
CCAA,3024,NAKHON RATCHASIMA_NON DAENG,,,,,,,5.0,,
CCAA,3025,NAKHON RATCHASIMA_WANG NAM KHIAO,,,,,,,7.0,,
CCAA,3026,NAKHON RATCHASIMA_THEPHARAK,,,,,,,3.0,,
CCAA,3027,NAKHON RATCHASIMA_MUEANG YANG,,,,,,,10.0,,
CCAA,3028,NAKHON RATCHASIMA_PHRA THONG KHAM,,,,,,,9.0,,
CCAA,3029,NAKHON RATCHASIMA_LAM THAMENCHAI,,,,,,,11.0,,
CCAA,3030,NAKHON RATCHASIMA_BUA LAI,,,,,,,6.0,,
CCAA,3031,NAKHON RATCHASIMA_SIDA,,,,,,,6.0,,
CCAA,3032,NAKHON RATCHASIMA_CHALOEM PHRA KIAT,,,,,,,22.0,,
CCAA,3101,BURI RAM_MUEANG BURI RAM,,,,363.0,,,128.0,,
CCAA,3102,BURI RAM_KHU MUEANG,,,,,,,39.0,,
CCAA,3103,BURI RAM_KRASANG,,,,,,,18.0,,
CCAA,3104,BURI RAM_NANG RONG,,,,21.0,,,41.0,,
CCAA,3105,BURI RAM_NONG KI,,,,17.0,,,32.0,,
CCAA,3106,BURI RAM_LAHAN SAI,,,,1.0,,,21.0,,
CCAA,3107,BURI RAM_PRAKHON CHAI,,,,32.0,,,54.0,,
CCAA,3108,BURI RAM_BAN KRUAT,,,,,,,15.0,,
CCAA,3109,BURI RAM_PHUTTHAISONG,,,,,,,11.0,,
CCAA,3110,BURI RAM_LAM PLAI MAT,,,,8.0,,,63.0,,
CCAA,3111,BURI RAM_SATUEK,,,,11.0,,,44.0,,
CCAA,3112,BURI RAM_PAKHAM,,,,,,,15.0,,
CCAA,3113,BURI RAM_NA PHO,,,,,,,7.0,,
CCAA,3114,BURI RAM_NONG HONG,,,,,,,18.0,,
CCAA,3115,BURI RAM_PHLAPPHLA CHAI,,,,,,,10.0,,
CCAA,3116,BURI RAM_HUAI RAT,,,,121.0,,,15.0,,
CCAA,3117,BURI RAM_NON SUWAN,,,,,,,15.0,,
CCAA,3118,BURI RAM_CHAMNI,,,,,,,3.0,,
CCAA,3119,BURI RAM_BAN MAI CHAIYAPHOT,,,,,,,8.0,,
CCAA,3120,BURI RAM_NON DIN DAENG,,,,,,,22.0,,
CCAA,3121,BURI RAM_BAN DAN,,,,,,,21.0,,
CCAA,3122,BURI RAM_KHAEN DONG,,,,,,,19.0,,
CCAA,3123,BURI RAM_CHALOEM PHRA KIAT,,,,,,,13.0,,
CCAA,3201,SURIN_MUEANG SURIN,,,,124.0,,,76.0,,
CCAA,3202,SURIN_CHUMPHON BURI,,,,141.0,,,27.0,,
CCAA,3203,SURIN_THA TUM,,,,34.0,,,21.0,,
CCAA,3204,SURIN_CHOM PHRA,,,,54.0,,,21.0,,
CCAA,3205,SURIN_PRASAT,,,,26.0,,,67.0,,
CCAA,3206,SURIN_KAP CHOENG,,,,,,,51.0,,
CCAA,3207,SURIN_RATTANABURI,,,,,,,28.0,,
CCAA,3208,SURIN_SANOM,,,,,,,7.0,,
CCAA,3209,SURIN_SIKHORAPHUM,,,,11.0,,,32.0,,
CCAA,3210,SURIN_SANGKHA,,,,15.0,,,60.0,,
CCAA,3211,SURIN_LAMDUAN,,,,,,,6.0,,
CCAA,3212,SURIN_SAMRONG THAP,,,,,,,10.0,,
CCAA,3213,SURIN_BUACHET,,,,,,,7.0,,
CCAA,3214,SURIN_PHANOM DONG RAK,,,,,,,12.0,,
CCAA,3215,SURIN_SI NARONG,,,,,,,6.0,,
CCAA,3216,SURIN_KHWAO SIN RIN,,,,,,,5.0,,
CCAA,3217,SURIN_NON NARAI,,,,,,,6.0,,
CCAA,3301,SI SA KET_MUEANG SI SA KET,,,,199.0,,,94.0,,
CCAA,3302,SI SA KET_YANG CHUM NOI,,,,,,,16.0,,
CCAA,3303,SI SA KET_KANTHARAROM,,,,,,,39.0,,
CCAA,3304,SI SA KET_KANTHARALAK,,,,82.0,,,45.0,,
CCAA,3305,SI SA KET_KHUKHAN,,,,78.0,,,28.0,,
CCAA,3306,SI SA KET_PHRAI BUENG,,,,,,,5.0,,
CCAA,3307,SI SA KET_PRANG KU,,,,,,,7.0,,
CCAA,3308,SI SA KET_KHUN HAN,,,,2.0,,,15.0,,
CCAA,3309,SI SA KET_RASI SALAI,,,,,,,11.0,,
CCAA,3310,SI SA KET_UTHUMPHON PHISAI,,,,,,,29.0,,
CCAA,3311,SI SA KET_BUENG BUN,,,,,,,1.0,,
CCAA,3312,SI SA KET_HUAI THAP THAN,,,,,,,4.0,,
CCAA,3313,SI SA KET_NON KHUN,,,,,,,3.0,,
CCAA,3314,SI SA KET_SI RATTANA,,,,,,,7.0,,
CCAA,3315,SI SA KET_NAM KLIANG,,,,,,,9.0,,
CCAA,3316,SI SA KET_WANG HIN,,,,,,,13.0,,
CCAA,3317,SI SA KET_PHU SING,,,,,,,15.0,,
CCAA,3318,SI SA KET_MUEANG CHAN,,,,,,,2.0,,
CCAA,3319,SI SA KET_BENCHALAK,,,,,,,9.0,,
CCAA,3320,SI SA KET_PHAYU,,,,,,,5.0,,
CCAA,3321,SI SA KET_PHO SI SUWAN,,,,,,,6.0,,
CCAA,3322,SI SA KET_SILA LAT,,,,,,,1.0,,
CCAA,3401,UBON RATCHATHANI_MUEANG UBON RATCHATHANI,,,,542.0,,,181.0,,
CCAA,3402,UBON RATCHATHANI_SI MUEANG MAI,,,,,,,15.0,,
CCAA,3403,UBON RATCHATHANI_KHONG CHIAM,,,,,,,3.0,,
CCAA,3404,UBON RATCHATHANI_KHUEANG NAI,,,,5.0,,,38.0,,
CCAA,3405,UBON RATCHATHANI_KHEMARAT,,,,6.0,,,22.0,,
CCAA,3407,UBON RATCHATHANI_DET UDOM,,,,156.0,,,45.0,,
CCAA,3408,UBON RATCHATHANI_NA CHALUAI,,,,,,,14.0,,
CCAA,3409,UBON RATCHATHANI_NAM YUEN,,,,,,,18.0,,
CCAA,3410,UBON RATCHATHANI_BUNTHARIK,,,,14.0,,,29.0,,
CCAA,3411,UBON RATCHATHANI_TRAKAN PHUET PHON,,,,14.0,,,34.0,,
CCAA,3412,UBON RATCHATHANI_KUT KHAOPUN,,,,,,,12.0,,
CCAA,3414,UBON RATCHATHANI_MUANG SAM SIP,,,,3.0,,,33.0,,
CCAA,3415,UBON RATCHATHANI_WARIN CHAMRAP,,,,124.0,,,143.0,,
CCAA,3419,UBON RATCHATHANI_PHIBUN MANGSAHAN,,,,14.0,,,25.0,,
CCAA,3420,UBON RATCHATHANI_TAN SUM,,,,,,,15.0,,
CCAA,3421,UBON RATCHATHANI_PHO SAI,,,,,,,5.0,,
CCAA,3422,UBON RATCHATHANI_SAMRONG,,,,,,,17.0,,
CCAA,3424,UBON RATCHATHANI_DON MOT DAENG,,,,,,,11.0,,
CCAA,3425,UBON RATCHATHANI_SIRINDHORN,,,,,,,16.0,,
CCAA,3426,UBON RATCHATHANI_THUNG SI UDOM,,,,,,,15.0,,
CCAA,3429,UBON RATCHATHANI_NA YIA,,,,,,,16.0,,
CCAA,3430,UBON RATCHATHANI_NA TAN,,,,,,,6.0,,
CCAA,3431,UBON RATCHATHANI_LAO SUEA KOK,,,,,,,12.0,,
CCAA,3432,UBON RATCHATHANI_SAWANG WIRAWONG,,,,,,,9.0,,
CCAA,3433,UBON RATCHATHANI_NAM KHUN,,,,,,,19.0,,
CCAA,3501,YASOTHON_MUEANG YASOTHON,,,,203.0,,,57.0,,
CCAA,3502,YASOTHON_SAI MUN,,,,,,,7.0,,
CCAA,3503,YASOTHON_KUT CHUM,,,,,,,19.0,,
CCAA,3504,YASOTHON_KHAM KHUEAN KAEO,,,,,,,20.0,,
CCAA,3505,YASOTHON_PA TIO,,,,,,,16.0,,
CCAA,3506,YASOTHON_MAHA CHANA CHAI,,,,,,,18.0,,
CCAA,3507,YASOTHON_KHO WANG,,,,,,,3.0,,
CCAA,3508,YASOTHON_LOENG NOK THA,,,,3.0,,,14.0,,
CCAA,3509,YASOTHON_THAI CHAROEN,,,,,,,6.0,,
CCAA,3601,CHAIYAPHUM_MUEANG CHAIYAPHUM,,,,80.0,,,95.0,,
CCAA,3602,CHAIYAPHUM_BAN KHWAO,,,,201.0,,,21.0,,
CCAA,3603,CHAIYAPHUM_KHON SAWAN,,,,,,,22.0,,
CCAA,3604,CHAIYAPHUM_KASET SOMBUN,,,,7.0,,,42.0,,
CCAA,3605,CHAIYAPHUM_NONG BUA DAENG,,,,,,,21.0,,
CCAA,3606,CHAIYAPHUM_CHATTURAT,,,,10.0,,,27.0,,
CCAA,3607,CHAIYAPHUM_BAMNET NARONG,,,,45.0,,,12.0,,
CCAA,3608,CHAIYAPHUM_NONG BUA RAWE,,,,,,,14.0,,
CCAA,3609,CHAIYAPHUM_THEP SATHIT,,,,,,,14.0,,
CCAA,3610,CHAIYAPHUM_PHU KHIAO,,,,9.0,,,54.0,,
CCAA,3611,CHAIYAPHUM_BAN THAEN,,,,,,,15.0,,
CCAA,3612,CHAIYAPHUM_KAENG KHRO,,,,28.0,,,36.0,,
CCAA,3613,CHAIYAPHUM_KHON SAN,,,,,,,18.0,,
CCAA,3614,CHAIYAPHUM_PHAKDI CHUMPHON,,,,,,,6.0,,
CCAA,3615,CHAIYAPHUM_NOEN SA-NGA,,,,,,,9.0,,
CCAA,3616,CHAIYAPHUM_SAP YAI,,,,,,,2.0,,
CCAA,3701,AMNAT CHAROEN_MUEANG AMNAT CHAROEN,,,,102.0,,,68.0,,
CCAA,3702,AMNAT CHAROEN_CHANUMAN,,,,,,,15.0,,
CCAA,3703,AMNAT CHAROEN_PATHUM RATCHAWONGSA,,,,,,,14.0,,
CCAA,3704,AMNAT CHAROEN_PHANA,,,,,,,9.0,,
CCAA,3705,AMNAT CHAROEN_SENANGKHANIKHOM,,,,10.0,,,23.0,,
CCAA,3706,AMNAT CHAROEN_HUA TAPHAN,,,,,,,16.0,,
CCAA,3707,AMNAT CHAROEN_LUE AMNAT,,,,3.0,,,14.0,,
CCAA,3801,BUENG KAN_MUEANG BUENG KAN,,,,101.0,,,27.0,,
CCAA,3802,BUENG KAN_PHON CHAROEN,,,,1.0,,,9.0,,
CCAA,3803,BUENG KAN_SO PHISAI,,,,,,,24.0,,
CCAA,3804,BUENG KAN_SEKA,,,,,,,14.0,,
CCAA,3805,BUENG KAN_PAK KHAT,,,,,,,9.0,,
CCAA,3806,BUENG KAN_BUENG KHONG LONG,,,,2.0,,,10.0,,
CCAA,3807,BUENG KAN_SI WILAI,,,,,,,7.0,,
CCAA,3808,BUENG KAN_BUNG KHLA,,,,,,,1.0,,
CCAA,3901,NONG BUA LAM PHU_MUEANG NONG BUA LAM PHU,,,,121.0,,,45.0,,
CCAA,3902,NONG BUA LAM PHU_NA KLANG,,,,29.0,,,29.0,,
CCAA,3903,NONG BUA LAM PHU_NON SANG,,,,,,,7.0,,
CCAA,3904,NONG BUA LAM PHU_SI BUN RUEANG,,,,,,,21.0,,
CCAA,3905,NONG BUA LAM PHU_SUWANNAKHUHA,,,,,,,21.0,,
CCAA,3906,NONG BUA LAM PHU_NA WANG,,,,,,,10.0,,
CCAA,4001,KHON KAEN_MUEANG KHON KAEN,,,,651.0,,,409.0,,
CCAA,4002,KHON KAEN_BAN FANG,,,,,,,20.0,,
CCAA,4003,KHON KAEN_PHRA YUEN,,,,33.0,,,19.0,,
CCAA,4004,KHON KAEN_NONG RUEA,,,,8.0,,,31.0,,
CCAA,4005,KHON KAEN_CHUM PHAE,,,,21.0,,,56.0,,
CCAA,4006,KHON KAEN_SI CHOMPHU,,,,,,,23.0,,
CCAA,4007,KHON KAEN_NAM PHONG,,,,,,,22.0,,
CCAA,4008,KHON KAEN_UBOLRATANA,,,,,,,19.0,,
CCAA,4009,KHON KAEN_KRANUAN,,,,2.0,,,18.0,,
CCAA,4010,KHON KAEN_BAN PHAI,,,,20.0,,,33.0,,
CCAA,4011,KHON KAEN_PUEAI NOI,,,,,,,3.0,,
CCAA,4012,KHON KAEN_PHON,,,,15.0,,,19.0,,
CCAA,4013,KHON KAEN_WAENG YAI,,,,,,,7.0,,
CCAA,4014,KHON KAEN_WAENG NOI,,,,,,,13.0,,
CCAA,4015,KHON KAEN_NONG SONG HONG,,,,,,,10.0,,
CCAA,4016,KHON KAEN_PHU WIANG,,,,10.0,,,18.0,,
CCAA,4017,KHON KAEN_MANCHA KHIRI,,,,109.0,,,42.0,,
CCAA,4018,KHON KAEN_CHONNABOT,,,,,,,13.0,,
CCAA,4019,KHON KAEN_KHAO SUAN KWANG,,,,,,,15.0,,
CCAA,4020,KHON KAEN_PHU PHA MAN,,,,,,,6.0,,
CCAA,4021,KHON KAEN_SAM SUNG,,,,,,,18.0,,
CCAA,4022,KHON KAEN_KHOK PHO CHAI,,,,,,,21.0,,
CCAA,4023,KHON KAEN_NONG NA KHAM,,,,,,,6.0,,
CCAA,4024,KHON KAEN_BAN HAET,,,,,,,15.0,,
CCAA,4025,KHON KAEN_NON SILA,,,,,,,4.0,,
CCAA,4029,KHON KAEN_WIANG KAO,,,,,,,3.0,,
CCAA,4101,UDON THANI_MUEANG UDON THANI,,,,444.0,,,367.0,,
CCAA,4102,UDON THANI_KUT CHAP,,,,,,,28.0,,
CCAA,4103,UDON THANI_NONG WUA SO,,,,,,,24.0,,
CCAA,4104,UDON THANI_KUMPHAWAPI,,,,4.0,,,38.0,,
CCAA,4105,UDON THANI_NON SA-AT,,,,,,,11.0,,
CCAA,4106,UDON THANI_NONG HAN,,,,141.0,,,54.0,,
CCAA,4107,UDON THANI_THUNG FON,,,,,,,11.0,,
CCAA,4108,UDON THANI_CHAI WAN,,,,,,,10.0,,
CCAA,4109,UDON THANI_SI THAT,,,,,,,25.0,,
CCAA,4110,UDON THANI_WANG SAM MO,,,,,,,22.0,,
CCAA,4111,UDON THANI_BAN DUNG,,,,19.0,,,57.0,,
CCAA,4117,UDON THANI_BAN PHUE,,,,15.0,,,27.0,,
CCAA,4118,UDON THANI_NAM SOM,,,,,,,17.0,,
CCAA,4119,UDON THANI_PHEN,,,,,,,37.0,,
CCAA,4120,UDON THANI_SANG KHOM,,,,,,,2.0,,
CCAA,4121,UDON THANI_NONG SAENG,,,,,,,5.0,,
CCAA,4122,UDON THANI_NA YUNG,,,,,,,11.0,,
CCAA,4123,UDON THANI_PHIBUN RAK,,,,,,,11.0,,
CCAA,4124,UDON THANI_KU KAEO,,,,,,,8.0,,
CCAA,4125,UDON THANI_PRACHAKSINLAPAKHOM,,,,,,,11.0,,
CCAA,4201,LOEI_MUEANG LOEI,,,,121.0,,,85.0,,
CCAA,4202,LOEI_NA DUANG,,,,30.0,,,6.0,,
CCAA,4203,LOEI_CHIANG KHAN,,,,,,,22.0,,
CCAA,4204,LOEI_PAK CHOM,,,,,,,7.0,,
CCAA,4205,LOEI_DAN SAI,,,,,,,6.0,,
CCAA,4206,LOEI_NA HAEO,,,,,,,1.0,,
CCAA,4207,LOEI_PHU RUEA,,,,,,,13.0,,
CCAA,4208,LOEI_THA LI,,,,,,,6.0,,
CCAA,4209,LOEI_WANG SAPHUNG,,,,19.0,,,31.0,,
CCAA,4210,LOEI_PHU KRADUENG,,,,,,,19.0,,
CCAA,4211,LOEI_PHU LUANG,,,,10.0,,,6.0,,
CCAA,4212,LOEI_PHA KHAO,,,,,,,5.0,,
CCAA,4213,LOEI_ERAWAN,,,,,,,7.0,,
CCAA,4214,LOEI_NONG HIN,,,,,,,8.0,,
CCAA,4301,NONG KHAI_MUEANG NONG KHAI,,,,64.0,,,106.0,,
CCAA,4302,NONG KHAI_THA BO,,,,74.0,,,24.0,,
CCAA,4305,NONG KHAI_PHON PHISAI,,,,125.0,,,52.0,,
CCAA,4307,NONG KHAI_SI CHIANG MAI,,,,,,,16.0,,
CCAA,4308,NONG KHAI_SANGKHOM,,,,,,,15.0,,
CCAA,4314,NONG KHAI_SAKHRAI,,,,,,,13.0,,
CCAA,4315,NONG KHAI_FAO RAI,,,,,,,30.0,,
CCAA,4316,NONG KHAI_RATTANAWAPI,,,,,,,8.0,,
CCAA,4317,NONG KHAI_PHO TAK,,,,,,,5.0,,
CCAA,4401,MAHA SARAKHAM_MUEANG MAHA SARAKHAM,,,,341.0,,,62.0,,
CCAA,4402,MAHA SARAKHAM_KAE DAM,,,,,,,9.0,,
CCAA,4403,MAHA SARAKHAM_KOSUM PHISAI,,,,1.0,,,50.0,,
CCAA,4404,MAHA SARAKHAM_KANTHARAWICHAI,,,,,,,66.0,,
CCAA,4405,MAHA SARAKHAM_CHIANG YUEN,,,,7.0,,,30.0,,
CCAA,4406,MAHA SARAKHAM_BORABUE,,,,7.0,,,45.0,,
CCAA,4407,MAHA SARAKHAM_NA CHUEAK,,,,,,,21.0,,
CCAA,4408,MAHA SARAKHAM_PHAYAKKHAPHUM PHISAI,,,,20.0,,,45.0,,
CCAA,4409,MAHA SARAKHAM_WAPI PATHUM,,,,6.0,,,50.0,,
CCAA,4410,MAHA SARAKHAM_NA DUN,,,,,,,17.0,,
CCAA,4411,MAHA SARAKHAM_YANG SISURAT,,,,,,,3.0,,
CCAA,4412,MAHA SARAKHAM_KUT RANG,,,,,,,16.0,,
CCAA,4413,MAHA SARAKHAM_CHUEN CHOM,,,,,,,10.0,,
CCAA,4501,ROI ET_MUEANG ROI ET,,,,133.0,,,88.0,,
CCAA,4502,ROI ET_KASET WISAI,,,,6.0,,,34.0,,
CCAA,4503,ROI ET_PATHUM RAT,,,,,,,16.0,,
CCAA,4504,ROI ET_CHATURAPHAK PHIMAN,,,,,,,18.0,,
CCAA,4505,ROI ET_THAWAT BURI,,,,,,,34.0,,
CCAA,4506,ROI ET_PHANOM PHRAI,,,,,,,30.0,,
CCAA,4507,ROI ET_PHON THONG,,,,160.0,,,41.0,,
CCAA,4508,ROI ET_PHO CHAI,,,,,,,15.0,,
CCAA,4509,ROI ET_NONG PHOK,,,,,,,16.0,,
CCAA,4510,ROI ET_SELAPHUM,,,,,,,52.0,,
CCAA,4511,ROI ET_SUWANNAPHUM,,,,,,,31.0,,
CCAA,4512,ROI ET_MUEANG SUANG,,,,,,,15.0,,
CCAA,4513,ROI ET_PHON SAI,,,,,,,11.0,,
CCAA,4514,ROI ET_AT SAMAT,,,,,,,22.0,,
CCAA,4515,ROI ET_MOEI WADI,,,,,,,5.0,,
CCAA,4516,ROI ET_SI SOMDET,,,,,,,12.0,,
CCAA,4517,ROI ET_CHANGHAN,,,,,,,16.0,,
CCAA,4518,ROI ET_CHIANG KHWAN,,,,,,,8.0,,
CCAA,4519,ROI ET_NONG HI,,,,,,,3.0,,
CCAA,4520,ROI ET_THUNG KHAO LUANG,,,,,,,7.0,,
CCAA,4601,KALASIN_MUEANG KALASIN,,,,246.0,,,95.0,,
CCAA,4602,KALASIN_NA MON,,,,,,,10.0,,
CCAA,4603,KALASIN_KAMALASAI,,,,,,,30.0,,
CCAA,4604,KALASIN_RONG KHAM,,,,,,,5.0,,
CCAA,4605,KALASIN_KUCHINARAI,,,,4.0,,,33.0,,
CCAA,4606,KALASIN_KHAO WONG,,,,2.0,,,15.0,,
CCAA,4607,KALASIN_YANG TALAT,,,,,,,66.0,,
CCAA,4608,KALASIN_HUAI MEK,,,,,,,17.0,,
CCAA,4609,KALASIN_SAHATSAKHAN,,,,,,,14.0,,
CCAA,4610,KALASIN_KHAM MUANG,,,,,,,9.0,,
CCAA,4611,KALASIN_THA KHANTHO,,,,,,,5.0,,
CCAA,4612,KALASIN_NONG KUNG SI,,,,,,,40.0,,
CCAA,4613,KALASIN_SOMDET,,,,9.0,,,10.0,,
CCAA,4614,KALASIN_HUAI PHUENG,,,,,,,5.0,,
CCAA,4615,KALASIN_SAM CHAI,,,,,,,8.0,,
CCAA,4616,KALASIN_NA KHU,,,,,,,9.0,,
CCAA,4617,KALASIN_DON CHAN,,,,,,,7.0,,
CCAA,4618,KALASIN_KHONG CHAI,,,,,,,19.0,,
CCAA,4701,SAKON NAKHON_MUEANG SAKON NAKHON,,,,327.0,,,86.0,,
CCAA,4702,SAKON NAKHON_KUSUMAN,,,,,,,20.0,,
CCAA,4703,SAKON NAKHON_KUT BAK,,,,1.0,,,3.0,,
CCAA,4704,SAKON NAKHON_PHANNA NIKHOM,,,,,,,34.0,,
CCAA,4705,SAKON NAKHON_PHANG KHON,,,,23.0,,,24.0,,
CCAA,4706,SAKON NAKHON_WARITCHAPHUM,,,,,,,17.0,,
CCAA,4707,SAKON NAKHON_NIKHOM NAM UN,,,,,,,5.0,,
CCAA,4708,SAKON NAKHON_WANON NIWAT,,,,1.0,,,24.0,,
CCAA,4709,SAKON NAKHON_KHAM TA KLA,,,,9.0,,,15.0,,
CCAA,4710,SAKON NAKHON_BAN MUANG,,,,,,,11.0,,
CCAA,4711,SAKON NAKHON_AKAT AMNUAI,,,,,,,22.0,,
CCAA,4712,SAKON NAKHON_SAWANG DAEN DIN,,,,4.0,,,31.0,,
CCAA,4713,SAKON NAKHON_SONG DAO,,,,,,,4.0,,
CCAA,4714,SAKON NAKHON_TAO NGOI,,,,,,,10.0,,
CCAA,4715,SAKON NAKHON_KHOK SI SUPHAN,,,,,,,7.0,,
CCAA,4716,SAKON NAKHON_CHAROEN SIN,,,,,,,7.0,,
CCAA,4717,SAKON NAKHON_PHON NA KAEO,,,,,,,3.0,,
CCAA,4718,SAKON NAKHON_PHU PHAN,,,,4.0,,,33.0,,
CCAA,4801,NAKHON PHANOM_MUEANG NAKHON PHANOM,,,,150.0,,,105.0,,
CCAA,4802,NAKHON PHANOM_PLA PAK,,,,,,,18.0,,
CCAA,4803,NAKHON PHANOM_THA UTHEN,,,,4.0,,,5.0,,
CCAA,4804,NAKHON PHANOM_BAN PHAENG,,,,,,,5.0,,
CCAA,4805,NAKHON PHANOM_THAT PHANOM,,,,8.0,,,20.0,,
CCAA,4806,NAKHON PHANOM_RENU NAKHON,,,,,,,13.0,,
CCAA,4807,NAKHON PHANOM_NA KAE,,,,,,,36.0,,
CCAA,4808,NAKHON PHANOM_SI SONGKHRAM,,,,,,,26.0,,
CCAA,4809,NAKHON PHANOM_NA WA,,,,1.0,,,14.0,,
CCAA,4810,NAKHON PHANOM_PHON SAWAN,,,,,,,9.0,,
CCAA,4811,NAKHON PHANOM_NA THOM,,,,,,,2.0,,
CCAA,4812,NAKHON PHANOM_WANG YANG,,,,,,,4.0,,
CCAA,4901,MUKDAHAN_MUEANG MUKDAHAN,,,,120.0,,,54.0,,
CCAA,4902,MUKDAHAN_NIKHOM KHAM SOI,,,,1.0,,,13.0,,
CCAA,4903,MUKDAHAN_DON TAN,,,,,,,7.0,,
CCAA,4904,MUKDAHAN_DONG LUANG,,,,,,,11.0,,
CCAA,4905,MUKDAHAN_KHAMCHA-I,,,,10.0,,,14.0,,
CCAA,4906,MUKDAHAN_WAN YAI,,,,,,,5.0,,
CCAA,4907,MUKDAHAN_NONG SUNG,,,,,,,5.0,,
CCAA,5001,CHIANG MAI_MUEANG CHIANG MAI,,,,600.0,,,222.0,,
CCAA,5002,CHIANG MAI_CHOM THONG,,,,16.0,,,23.0,,
CCAA,5003,CHIANG MAI_MAE CHAEM,,,,,,,,,
CCAA,5004,CHIANG MAI_CHIANG DAO,,,,88.0,,,15.0,,
CCAA,5005,CHIANG MAI_DOI SAKET,,,,7.0,,,88.0,,
CCAA,5006,CHIANG MAI_MAE TAENG,,,,,,,12.0,,
CCAA,5007,CHIANG MAI_MAE RIM,,,,,,,43.0,,
CCAA,5008,CHIANG MAI_SAMOENG,,,,,,,3.0,,
CCAA,5009,CHIANG MAI_FANG,,,,44.0,,,35.0,,
CCAA,5010,CHIANG MAI_MAE AI,,,,,,,26.0,,
CCAA,5011,CHIANG MAI_PHRAO,,,,,,,6.0,,
CCAA,5012,CHIANG MAI_SAN PA TONG,,,,1.0,,,21.0,,
CCAA,5013,CHIANG MAI_SAN KAMPHAENG,,,,19.0,,,75.0,,
CCAA,5014,CHIANG MAI_SAN SAI,,,,125.0,,,111.0,,
CCAA,5015,CHIANG MAI_HANG DONG,,,,,,,66.0,,
CCAA,5016,CHIANG MAI_HOT,,,,,,,4.0,,
CCAA,5017,CHIANG MAI_DOI TAO,,,,,,,2.0,,
CCAA,5018,CHIANG MAI_OMKOI,,,,,,,1.0,,
CCAA,5019,CHIANG MAI_SARAPHI,,,,,,,62.0,,
CCAA,5020,CHIANG MAI_WIANG HAENG,,,,,,,3.0,,
CCAA,5021,CHIANG MAI_CHAI PRAKAN,,,,,,,14.0,,
CCAA,5022,CHIANG MAI_MAE WANG,,,,,,,18.0,,
CCAA,5023,CHIANG MAI_MAE ON,,,,,,,4.0,,
CCAA,5024,CHIANG MAI_DOI LO,,,,,,,6.0,,
CCAA,5025,CHIANG MAI_GALYANI VADHANA,,,,,,,1.0,,
CCAA,5101,LAMPHUN_MUEANG LAMPHUN,,,,191.0,,,108.0,,
CCAA,5102,LAMPHUN_MAE THA,,,,,,,6.0,,
CCAA,5103,LAMPHUN_BAN HONG,,,,,,,8.0,,
CCAA,5104,LAMPHUN_LI,,,,,,,4.0,,
CCAA,5105,LAMPHUN_THUNG HUA CHANG,,,,,,,2.0,,
CCAA,5106,LAMPHUN_PA SANG,,,,,,,13.0,,
CCAA,5107,LAMPHUN_BAN THI,,,,,,,1.0,,
CCAA,5108,LAMPHUN_WIANG NONG LONG,,,,,,,10.0,,
CCAA,5201,LAMPANG_MUEANG LAMPANG,,,,344.0,,,166.0,,
CCAA,5202,LAMPANG_MAE MO,,,,,,,17.0,,
CCAA,5203,LAMPANG_KO KHA,,,,,,,22.0,,
CCAA,5204,LAMPANG_SOEM NGAM,,,,,,,10.0,,
CCAA,5205,LAMPANG_NGAO,,,,,,,14.0,,
CCAA,5206,LAMPANG_CHAE HOM,,,,,,,9.0,,
CCAA,5207,LAMPANG_WANG NUEA,,,,,,,6.0,,
CCAA,5208,LAMPANG_THOEN,,,,,,,12.0,,
CCAA,5209,LAMPANG_MAE PHRIK,,,,,,,1.0,,
CCAA,5210,LAMPANG_MAE THA,,,,,,,16.0,,
CCAA,5211,LAMPANG_SOP PRAP,,,,,,,12.0,,
CCAA,5212,LAMPANG_HANG CHAT,,,,,,,33.0,,
CCAA,5213,LAMPANG_MUEANG PAN,,,,,,,9.0,,
CCAA,5301,UTTARADIT_MUEANG UTTARADIT,,,,291.0,,,80.0,,
CCAA,5302,UTTARADIT_TRON,,,,,,,24.0,,
CCAA,5303,UTTARADIT_THA PLA,,,,,,,19.0,,
